,Unnamed: 0,VO2,Date,Km,Av_HR_for_Run,run_time,av_cadence
219,219,52.0,2023-04-03,10.062169921875,135.0,59.961883036295575,174.546875
220,220,52.0,2023-04-02,15.599099609375,133.0,94.89320017496745,180.84375
221,221,52.0,2023-04-01,13.3952197265625,135.0,78.52513326009115,181.75
222,222,52.0,2023-03-31,15.043490234375,130.0,88.36698354085287,176.890625
223,223,51.0,2023-03-30,12.7391396484375,135.0,75.28326663970947,179.140625
224,224,51.0,2023-03-29,15.1245,137.0,88.9688003540039,179.6875
225,225,51.0,2023-03-28,11.0045498046875,161.0,64.43771667480469,175.734375
226,226,52.0,2023-03-27,15.0372001953125,141.0,86.48469975789388,178.4375
227,227,52.0,2023-03-26,8.2828798828125,137.0,49.95269991556803,183.1875
228,228,52.0,2023-03-25,21.172330078125,141.0,122.17168375651042,183.53125
229,229,52.0,2023-03-24,15.736919921875,134.0,94.51101684570312,178.265625
230,230,52.0,2023-03-23,16.006900390625,134.0,96.51078338623049,171.4375
231,231,52.0,2023-03-22,13.50026953125,139.0,82.21654968261718,175.921875
232,232,53.0,2023-03-21,10.718580078125,139.0,60.64198328653971,175.375
233,233,53.0,2023-03-20,11.60826953125,142.0,68.8208667755127,182.65625
234,234,52.0,2023-03-19,14.0805498046875,134.0,83.20649973551433,166.921875
235,235,52.0,2023-03-18,9.084400390625,132.0,56.45544993082682,180.203125
236,236,52.0,2023-03-17,17.51605078125,140.0,105.18031667073568,181.53125
237,237,52.0,2023-03-16,11.2426298828125,136.0,65.4897663752238,176.984375
238,238,53.0,2023-03-15,13.4007998046875,134.0,82.6511001586914,178.40625
239,239,,2023-03-14,0.7148099975585938,129.0,3.816666666666667,184.9375
240,240,53.0,2023-03-14,17.868689453125,135.0,106.80348358154296,183.234375
241,241,,2023-03-14,0.4888599853515625,126.0,2.6166666666666667,182.796875
242,242,52.0,2023-03-13,11.00641015625,137.0,66.95063349405925,180.875
243,243,52.0,2023-03-12,15.4313701171875,136.0,96.12190068562826,178.765625
244,244,53.0,2023-03-11,20.044740234375,136.0,120.53630040486654,175.9375
245,245,53.0,2023-03-10,15.4020302734375,134.0,94.99713338216146,178.078125
246,246,53.0,2023-03-09,15.4129404296875,137.0,93.37160040537516,182.421875
247,247,53.0,2023-03-08,12.3535,137.0,72.19423294067383,176.21875
248,248,53.0,2023-03-07,12.848169921875,133.0,82.3423838297526,169.09375
249,249,53.0,2023-03-06,14.8204296875,135.0,87.7574829419454,175.1875
250,250,53.0,2023-03-05,17.80044921875,139.0,105.33236694335938,177.484375
251,251,53.0,2023-03-04,17.031849609375,133.0,102.49500020345052,178.234375
252,252,53.0,2023-03-03,13.862419921875,135.0,79.85253346761068,178.015625
253,253,52.0,2023-03-02,15.0488798828125,136.0,87.15373318990072,180.890625
254,254,52.0,2023-03-01,14.7727900390625,135.0,87.57931671142578,174.328125
255,255,52.0,2023-02-28,12.60408984375,134.0,73.49606679280599,176.84375
256,256,52.0,2023-02-27,14.5721298828125,138.0,86.63431650797526,181.3125
257,257,51.0,2023-02-26,13.0154501953125,144.0,77.70455017089844,177.046875
258,258,51.0,2023-02-25,15.2196796875,140.0,93.19498341878256,180.0625
259,259,51.0,2023-02-24,14.3579697265625,141.0,87.2998664855957,177.0
260,260,52.0,2023-02-23,16.0878095703125,148.0,96.99303283691408,178.203125
261,261,52.0,2023-02-22,14.1393896484375,140.0,83.57695007324219,177.15625
262,262,52.0,2023-02-21,15.0002099609375,148.0,80.8664166768392,176.796875
263,263,52.0,2023-02-20,11.882849609375,139.0,68.63468373616537,171.359375
264,264,52.0,2023-02-19,21.13351953125,131.0,128.46446634928387,174.8125
265,265,52.0,2023-02-18,12.3767900390625,137.0,72.59843343098959,179.5625
266,266,51.0,2023-02-17,10.7195,143.0,62.9176996866862,180.921875
267,267,51.0,2023-02-16,13.08075,141.0,76.25598335266113,179.59375
268,268,51.0,2023-02-15,10.3426298828125,142.0,59.894667053222655,184.09375
269,269,51.0,2023-02-14,12.46998046875,140.0,71.96708323160807,174.546875
270,270,51.0,2023-02-13,11.6502001953125,134.0,70.90639979044596,176.765625
271,271,50.0,2023-02-12,24.601990234375,139.0,148.7763666788737,171.5625
272,272,50.0,2023-02-11,10.0111103515625,140.0,62.676866658528645,173.171875
273,273,50.0,2023-02-10,12.2864404296875,143.0,75.99334971110027,177.734375
274,274,50.0,2023-02-09,12.4736396484375,137.0,77.74451649983725,166.59375
275,275,50.0,2023-02-08,17.063880859375,143.0,103.4857162475586,172.59375
276,276,50.0,2023-02-07,11.623990234375,140.0,69.80659990310669,177.375
277,277,50.0,2023-02-06,10.1258798828125,149.0,60.349883270263675,177.3125
278,278,50.0,2023-02-05,13.7041201171875,140.0,86.31196645100911,175.25
279,279,51.0,2023-02-04,21.445029296875,144.0,131.30529963175456,175.328125
280,280,51.0,2023-02-03,11.43726953125,144.0,70.82794952392578,173.6875
281,281,51.0,2023-02-02,15.692400390625,139.0,95.5057500521342,174.46875
282,282,50.0,2023-02-01,17.042609375,139.0,101.39319942792255,178.265625
283,283,50.0,2023-01-31,12.929650390625,157.0,77.53861668904622,176.265625
284,284,51.0,2023-01-30,10.521349609375,141.0,64.05706647237142,180.46875
285,285,52.0,2023-01-29,13.54723046875,142.0,81.90826670328777,176.890625
286,286,52.0,2023-01-28,16.086330078125,142.0,94.80998306274414,173.0625
287,287,52.0,2023-01-27,11.674830078125,147.0,65.08958282470704,181.875
288,288,52.0,2023-01-26,15.6594296875,141.0,93.5310826619466,180.828125
289,289,52.0,2023-01-25,19.351640625,142.0,112.89791692097982,174.015625
290,290,52.0,2023-01-24,12.8593203125,146.0,73.43558273315429,183.125
291,291,52.0,2023-01-23,12.0058095703125,143.0,69.82893371582031,179.171875
292,292,,2023-01-22,13.389990234375,158.0,84.1687001546224,166.359375
293,293,52.0,2023-01-21,14.01691015625,143.0,87.26958363850912,174.484375
294,294,52.0,2023-01-20,11.4068896484375,138.0,68.13941701253255,176.5
295,295,51.0,2023-01-19,15.1564599609375,140.0,89.72961743672688,178.453125
296,296,51.0,2023-01-18,11.0687197265625,137.0,67.24393348693847,177.46875
297,297,51.0,2023-01-17,10.2575595703125,144.0,59.58973318735759,182.71875
298,298,51.0,2023-01-16,12.291349609375,141.0,74.62674942016602,180.6875
299,299,52.0,2023-01-15,10.0146796875,141.0,60.66540018717448,178.953125
300,300,52.0,2023-01-14,14.287990234375,139.0,87.9229337056478,176.609375
301,301,52.0,2023-01-13,11.9327001953125,139.0,73.91001688639322,176.484375
302,302,52.0,2023-01-12,10.4288203125,136.0,65.2498332977295,172.484375
303,303,52.0,2023-01-11,11.1194404296875,147.0,64.97856674194335,181.4375
304,304,52.0,2023-01-10,15.0093203125,135.0,92.18501688639324,179.53125
305,305,52.0,2023-01-09,7.352490234375,138.0,42.48083318074544,183.296875
306,306,52.0,2023-01-08,1.664280029296875,131.0,9.908216603597005,178.0
307,307,52.0,2023-01-08,17.101330078125,130.0,106.60403340657552,178.0625
308,308,,2023-01-07,14.4397197265625,152.0,88.87083333333334,165.359375
309,309,52.0,2023-01-06,10.1864501953125,129.0,63.62906646728515,176.96875
310,310,51.0,2023-01-05,9.122669921875,128.0,58.79631703694661,175.328125
311,311,51.0,2023-01-04,11.1628203125,132.0,69.01629994710287,172.203125
312,312,50.0,2023-01-03,8.90166015625,136.0,56.230149841308595,178.71875
313,313,50.0,2023-01-02,10.6780498046875,136.0,66.51850026448568,177.578125
314,314,50.0,2023-01-01,7.67631005859375,144.0,48.298483276367186,178.0
315,315,51.0,2022-12-31,15.152349609375,139.0,96.27386716206868,175.421875
316,316,51.0,2022-12-30,15.7742802734375,143.0,96.2066665649414,168.453125
317,317,51.0,2022-12-29,10.121919921875,135.0,63.09205023447672,178.359375
318,318,51.0,2022-12-28,5.0000498046875,169.0,22.64380009969075,195.453125
319,319,,2022-12-28,1.248030029296875,162.0,7.95,164.84375
320,320,51.0,2022-12-27,11.81433984375,137.0,71.00608367919922,177.171875
321,321,51.0,2022-12-26,17.260419921875,132.0,108.39600003560383,178.140625
322,322,51.0,2022-12-25,10.13423046875,130.0,60.497616577148435,178.046875
323,323,50.0,2022-12-24,11.3563203125,134.0,73.89239959716797,166.53125
324,324,50.0,2022-12-23,11.60173046875,145.0,73.12658360799153,175.453125
325,325,51.0,2022-12-22,11.210169921875,140.0,71.39423370361328,170.046875
326,326,51.0,2022-12-21,17.832779296875,140.0,109.76853345235187,178.453125
327,327,51.0,2022-12-20,6.2627001953125,150.0,33.80591684977214,181.71875
328,328,52.0,2022-12-19,13.1102001953125,141.0,78.7724838256836,180.984375
329,329,52.0,2022-12-18,5.02293994140625,139.0,31.00969950358073,180.53125
330,330,52.0,2022-12-17,13.4304501953125,140.0,80.01423314412435,176.3125
